Start,End,Open,High,Low,Close,Volume,Market Cap,SMA_5,SMA_7,SMA_20
2010-08-26 00:00:00,2010-08-27 00:00:00,0.064,0.064,0.064,0.064,0.0,0.0,0.06494,0.06522857142857143,0.066075
2010-08-27 00:00:00,2010-08-28 00:00:00,0.065,0.065,0.065,0.065,0.0,0.0,0.06473999999999999,0.06515714285714286,0.06637499999999999
2010-08-28 00:00:00,2010-08-29 00:00:00,0.0641,0.0641,0.0641,0.0641,0.0,0.0,0.06458,0.06482857142857143,0.066535
2010-08-29 00:00:00,2010-08-30 00:00:00,0.064,0.064,0.064,0.064,0.0,0.0,0.06437999999999999,0.06454285714285715,0.06618500000000001
2010-08-30 00:00:00,2010-08-31 00:00:00,0.065,0.065,0.065,0.065,0.0,0.0,0.06442,0.06455714285714285,0.065935
2010-08-31 00:00:00,2010-09-01 00:00:00,0.06,0.06,0.06,0.06,0.0,0.0,0.06362000000000001,0.06384285714285715,0.065585
2010-09-01 00:00:00,2010-09-02 00:00:00,0.0629,0.0629,0.0629,0.0629,0.0,0.0,0.0632,0.06357142857142857,0.06523
2010-09-02 00:00:00,2010-09-03 00:00:00,0.0634,0.0634,0.0634,0.0634,0.0,0.0,0.06306,0.06348571428571428,0.06517500000000001
2010-09-03 00:00:00,2010-09-04 00:00:00,0.0609,0.0609,0.0609,0.0609,0.0,0.0,0.062439999999999996,0.0629,0.06487000000000001
2010-09-04 00:00:00,2010-09-05 00:00:00,0.0624,0.0624,0.0624,0.0624,0.0,0.0,0.061919999999999996,0.06265714285714286,0.064725
2010-09-05 00:00:00,2010-09-06 00:00:00,0.0616,0.0616,0.0616,0.0616,0.0,0.0,0.06224,0.06231428571428571,0.06453
2010-09-06 00:00:00,2010-09-07 00:00:00,0.0616,0.0616,0.0616,0.0616,0.0,0.0,0.06198,0.061828571428571434,0.06411
2010-09-07 00:00:00,2010-09-08 00:00:00,0.061,0.061,0.061,0.061,0.0,0.0,0.0615,0.06197142857142857,0.06376
2010-09-08 00:00:00,2010-09-09 00:00:00,0.062,0.062,0.062,0.062,0.0,0.0,0.06172,0.061842857142857144,0.063525
2010-09-09 00:00:00,2010-09-10 00:00:00,0.0611,0.0611,0.0611,0.0611,0.0,0.0,0.06146,0.06151428571428572,0.063305
2010-09-10 00:00:00,2010-09-11 00:00:00,0.0618,0.0618,0.0618,0.0618,0.0,0.0,0.0615,0.061642857142857145,0.063075
2010-09-11 00:00:00,2010-09-12 00:00:00,0.0637,0.0637,0.0637,0.0637,0.0,0.0,0.061919999999999996,0.061828571428571434,0.06295999999999999
2010-09-12 00:00:00,2010-09-13 00:00:00,0.0615,0.0615,0.0615,0.0615,0.0,0.0,0.062020000000000006,0.06181428571428572,0.06279
2010-09-13 00:00:00,2010-09-14 00:00:00,0.0622,0.0622,0.0622,0.0622,0.0,0.0,0.062060000000000004,0.0619,0.06265000000000001
2010-09-14 00:00:00,2010-09-15 00:00:00,0.062,0.062,0.062,0.062,0.0,0.0,0.06224,0.062042857142857136,0.06251000000000001
2010-09-15 00:00:00,2010-09-16 00:00:00,0.0604,0.0604,0.0604,0.0604,0.0,0.0,0.06196,0.06181428571428571,0.06233000000000001
2010-09-16 00:00:00,2010-09-17 00:00:00,0.0619,0.0619,0.0619,0.0619,0.0,0.0,0.0616,0.06192857142857143,0.062175
2010-09-17 00:00:00,2010-09-18 00:00:00,0.059,0.059,0.059,0.059,0.0,0.0,0.0611,0.06152857142857143,0.061919999999999996
2010-09-18 00:00:00,2010-09-19 00:00:00,0.061,0.061,0.061,0.061,0.0,0.0,0.060860000000000004,0.061142857142857145,0.061770000000000005
2010-09-19 00:00:00,2010-09-20 00:00:00,0.0627,0.0627,0.0627,0.0627,0.0,0.0,0.061,0.06131428571428572,0.061655
2010-09-20 00:00:00,2010-09-21 00:00:00,0.0621,0.0621,0.0621,0.0621,0.0,0.0,0.06133999999999999,0.06130000000000001,0.06176
